Report Number,Date Reported,Date of Occurrence,Time of Occurrence,City,Crime Code,Crime Description,Longitude,Latitude,Victim Age,Victim Gender,Weapon Used
5680,2022-05-21,2020-10-19,17:34,Koparkhairane,109,Cybercrime,73.065888,19.025716,17,Male,Explosives
5681,2024-08-28,2021-05-20,07:01,Belapur,102,Robbery,73.068517,19.079208,43,Other,Explosives
5682,2023-06-06,2020-02-25,06:51,Turbhe,103,Assault,73.009983,18.991115,25,Other,Other
5683,2022-12-02,2020-09-19,09:52,Nerul,108,Vandalism,72.904956,19.0393,67,Other,Poison
5684,2025-01-23,2021-08-12,21:51,Nerul,106,Drug-related crime,73.046789,18.928381,31,Female,None
5685,2020-09-24,2020-02-10,19:58,Belapur,110,Kidnapping,72.998389,19.015091,46,Male,None
5686,2020-02-11,2020-02-03,05:41,Vashi,105,Fraud,72.928385,19.166818,11,Female,Other
5687,2024-04-12,2020-11-14,16:13,Koparkhairane,110,Kidnapping,73.015214,19.154376,24,Other,Other
5688,2021-04-14,2021-02-23,12:00,Airoli,102,Robbery,73.061727,18.949735,14,Female,Gun
5689,2024-01-22,2022-10-02,14:24,Mansarovar,102,Robbery,72.908349,18.988549,16,Other,Explosives
5690,2022-08-05,2021-05-25,20:53,Nerul,101,Theft,72.913011,19.116816,17,Female,Knife
5691,2022-03-04,2020-06-14,10:21,Mansarovar,103,Assault,73.033472,19.107285,22,Female,Gun
5692,2023-11-21,2023-11-17,01:28,Seawoods,108,Vandalism,73.054197,18.975025,80,Male,Blunt Object
5693,2024-12-28,2022-04-01,22:59,Nerul,107,Homicide,72.935856,19.191072,40,Other,Gun
5694,2022-03-13,2022-01-04,18:01,Kharghar,104,Burglary,72.951565,18.950504,15,Other,Explosives
5695,2020-05-31,2020-04-02,21:00,Seawoods,107,Homicide,72.960968,19.101667,76,Male,Gun
5696,2024-05-25,2023-05-12,04:16,Mansarovar,109,Cybercrime,73.0772,19.009211,35,Female,Explosives
5697,2024-01-13,2021-06-02,06:25,Seawoods,108,Vandalism,72.963861,19.109629,78,Other,Explosives
5698,2023-09-25,2021-04-05,00:44,Koparkhairane,102,Robbery,73.024412,19.079717,53,Male,Blunt Object
5699,2022-03-08,2021-07-23,05:08,Seawoods,108,Vandalism,73.049464,19.173211,25,Male,Blunt Object
5700,2025-03-15,2022-06-18,17:57,Mansarovar,105,Fraud,73.078267,19.074848,49,Other,Knife
5701,2023-10-26,2023-09-16,18:15,Belapur,108,Vandalism,73.023851,19.087962,55,Male,Other
5702,2022-01-22,2020-07-06,23:00,Seawoods,108,Vandalism,72.9217,18.925289,59,Male,None
5703,2023-04-06,2020-09-27,10:26,Seawoods,110,Kidnapping,73.058162,18.988665,51,Male,None
5704,2020-02-23,2020-02-19,16:17,Turbhe,109,Cybercrime,72.944737,18.951791,30,Female,Explosives
5705,2021-02-01,2020-12-30,17:23,Koparkhairane,106,Drug-related crime,72.96543,19.02256,26,Other,None
5706,2022-02-08,2020-06-27,13:03,Turbhe,107,Homicide,72.935802,19.106732,17,Female,Other
5707,2022-12-08,2021-07-27,18:28,Belapur,101,Theft,72.975324,18.998173,41,Female,None
5708,2020-03-22,2020-02-06,16:39,Vashi,101,Theft,72.983825,19.178979,71,Other,None
5709,2024-06-28,2021-10-05,23:13,Belapur,110,Kidnapping,73.075352,19.193455,43,Other,Fire
5710,2024-12-05,2021-02-15,14:43,Kharghar,104,Burglary,73.080107,19.025255,15,Male,None
5711,2020-09-10,2020-07-07,22:53,Koparkhairane,102,Robbery,72.930104,18.931177,59,Female,Blunt Object
5712,2022-01-15,2020-03-22,15:49,Mansarovar,102,Robbery,72.962659,19.096591,59,Male,Knife
5713,2020-09-01,2020-04-21,08:31,Sanpada,102,Robbery,72.957684,19.17554,55,Male,Other
5714,2020-10-31,2020-09-30,18:19,Airoli,106,Drug-related crime,73.007907,19.166211,73,Other,Explosives
5715,2020-02-27,2020-01-07,20:37,Mansarovar,110,Kidnapping,73.075946,18.975247,31,Other,Other
5716,2021-03-03,2020-05-18,09:00,Airoli,103,Assault,72.957768,18.988286,52,Female,Fire
5717,2022-01-20,2020-11-10,16:18,Airoli,102,Robbery,73.041576,19.024267,27,Other,Knife
5718,2023-03-28,2022-01-08,10:52,Vashi,105,Fraud,72.913022,19.108334,55,Other,Poison
5719,2023-08-07,2022-04-24,10:26,Airoli,105,Fraud,73.044843,19.166006,37,Male,Knife
5720,2024-02-24,2021-07-05,14:48,Juhinagar,110,Kidnapping,72.963788,19.168905,32,Male,Poison
5721,2022-07-08,2021-01-17,20:22,Vashi,108,Vandalism,72.968728,19.064848,75,Female,Poison
5722,2025-02-06,2021-01-18,13:11,Kharghar,105,Fraud,73.065932,19.157959,33,Other,Other
5723,2020-04-29,2020-04-06,11:48,Belapur,105,Fraud,73.007895,18.903343,80,Male,Blunt Object
5724,2025-02-08,2020-09-26,12:03,Vashi,104,Burglary,73.062893,19.029841,68,Other,Fire
5725,2021-09-07,2020-06-10,07:53,Koparkhairane,107,Homicide,72.906461,19.071588,72,Other,Fire
5726,2024-05-02,2023-12-20,00:39,Mansarovar,104,Burglary,72.914454,19.184149,79,Other,Other
5727,2025-02-27,2021-09-17,02:42,Kharghar,101,Theft,73.055271,19.060343,11,Female,Blunt Object
5728,2020-11-11,2020-04-23,11:52,Vashi,104,Burglary,73.065598,19.058746,23,Male,Fire
5729,2021-02-11,2020-08-06,15:24,Kharghar,110,Kidnapping,72.972217,19.122701,15,Male,Gun
5730,2020-12-04,2020-10-01,03:41,Nerul,110,Kidnapping,73.000749,19.164626,41,Male,Knife
5731,2021-04-20,2020-09-20,08:58,Seawoods,109,Cybercrime,72.904265,19.193444,54,Other,Gun
5732,2021-08-09,2021-01-17,10:40,Vashi,107,Homicide,72.946735,18.917484,61,Female,Other
5733,2020-05-08,2020-04-29,06:35,Koparkhairane,105,Fraud,72.99635,19.086256,63,Female,Poison
5734,2023-05-29,2021-01-15,20:07,Turbhe,107,Homicide,73.07047,18.999083,75,Male,Blunt Object
5735,2024-07-30,2022-07-21,00:00,Seawoods,104,Burglary,72.986445,19.032958,40,Female,Fire
5736,2025-01-16,2024-04-03,11:28,Mansarovar,103,Assault,72.980482,19.125198,77,Female,Poison
5737,2023-10-02,2020-10-13,16:31,Nerul,107,Homicide,72.915745,18.993315,41,Male,Poison
5738,2023-04-25,2022-07-15,05:44,Kharghar,106,Drug-related crime,73.0979,19.072585,38,Female,Fire
5739,2021-04-23,2021-04-03,02:58,Juhinagar,108,Vandalism,73.009789,18.99314,15,Other,None
5740,2024-01-10,2023-08-31,22:00,Kharghar,101,Theft,73.083785,19.078563,75,Female,Explosives
5741,2021-06-22,2020-02-03,14:04,Sanpada,101,Theft,73.021237,18.902327,20,Other,Poison
5742,2020-11-29,2020-09-20,02:50,Belapur,105,Fraud,72.998007,19.005003,45,Male,Gun
5743,2024-11-20,2024-01-26,02:49,Sanpada,106,Drug-related crime,72.903906,19.12793,23,Other,Other
5744,2024-09-06,2021-04-30,17:20,Nerul,105,Fraud,73.09204,18.955062,44,Other,Gun
5745,2020-11-24,2020-03-18,00:49,Sanpada,110,Kidnapping,72.927116,18.942036,13,Male,Explosives
5746,2020-01-12,2020-01-11,04:42,Airoli,107,Homicide,72.996152,18.939837,46,Male,Fire
5747,2021-03-27,2020-06-06,19:00,Nerul,101,Theft,72.967007,19.147709,44,Male,Explosives
5748,2021-07-08,2020-10-12,02:02,Vashi,102,Robbery,72.948126,19.198631,61,Female,Other
5749,2023-11-26,2022-04-26,10:57,Vashi,102,Robbery,72.920961,19.015912,38,Other,Other
5750,2021-05-16,2020-06-01,10:01,Vashi,107,Homicide,73.013048,19.011617,73,Female,Poison
5751,2024-01-24,2020-03-19,17:55,Koparkhairane,104,Burglary,72.987406,19.017789,45,Male,Blunt Object
5752,2022-03-13,2021-10-09,10:42,Mansarovar,106,Drug-related crime,72.994334,19.14526,59,Male,Poison
5753,2024-03-07,2023-04-05,21:20,Juhinagar,104,Burglary,72.96255,18.982168,57,Other,Fire
5754,2022-08-23,2022-04-09,01:52,Koparkhairane,104,Burglary,72.918094,18.983265,76,Female,Poison
5755,2022-12-18,2020-03-23,21:32,Koparkhairane,110,Kidnapping,72.915348,19.078084,63,Female,Fire
5756,2025-01-26,2024-08-31,00:19,Belapur,105,Fraud,73.033938,19.103238,62,Male,None
5757,2022-07-15,2021-12-22,07:48,Koparkhairane,107,Homicide,72.995967,18.940798,27,Female,Explosives
5758,2023-08-13,2021-01-17,07:34,Juhinagar,110,Kidnapping,73.060899,19.174455,39,Other,Explosives
5759,2023-11-18,2020-12-29,15:36,Seawoods,108,Vandalism,73.003001,18.983428,36,Other,Other
5760,2020-04-14,2020-01-20,06:03,Sanpada,108,Vandalism,72.955039,18.916717,37,Female,Explosives
5761,2020-07-02,2020-05-10,02:01,Seawoods,101,Theft,72.967807,18.973811,31,Male,Fire
5762,2023-05-20,2020-02-18,05:51,Vashi,105,Fraud,73.050364,18.973964,76,Female,Other
5763,2021-10-21,2020-03-21,18:49,Belapur,106,Drug-related crime,73.0141,19.05062,51,Other,Poison
5764,2022-10-20,2020-10-01,16:33,Airoli,107,Homicide,73.066574,19.095475,48,Other,Gun
5765,2022-11-02,2020-01-10,11:16,Juhinagar,101,Theft,73.083743,19.192147,21,Other,Fire
5766,2024-05-22,2020-11-13,03:47,Vashi,108,Vandalism,72.92914,19.003186,68,Female,None
5767,2023-06-01,2022-03-01,02:22,Seawoods,102,Robbery,72.982763,19.164209,15,Male,Knife
5768,2024-10-17,2021-09-06,17:43,Mansarovar,103,Assault,72.957092,19.005863,80,Male,Blunt Object
5769,2024-02-14,2023-02-25,04:46,Airoli,108,Vandalism,72.952037,18.940671,39,Female,Knife
5770,2020-02-15,2020-02-14,15:37,Nerul,104,Burglary,72.931882,19.08587,18,Other,Knife
5771,2020-12-15,2020-04-04,18:53,Koparkhairane,107,Homicide,73.041682,19.089472,41,Other,Blunt Object
5772,2020-05-26,2020-05-02,08:12,Kharghar,109,Cybercrime,73.017497,19.082321,21,Male,Explosives
5773,2023-09-15,2020-07-05,21:33,Turbhe,106,Drug-related crime,72.995289,18.941719,24,Other,Knife
5774,2022-12-20,2020-09-10,18:27,Sanpada,104,Burglary,72.996931,19.1906,70,Other,Knife
5775,2023-04-15,2021-08-03,04:41,Sanpada,102,Robbery,72.903741,19.185774,80,Other,Explosives
5776,2024-05-20,2024-01-22,17:20,Mansarovar,107,Homicide,73.063865,18.982912,14,Female,Knife
5777,2022-09-04,2020-06-17,09:30,Sanpada,107,Homicide,73.098813,19.017847,35,Female,Knife
5778,2024-03-09,2020-05-18,04:16,Mansarovar,108,Vandalism,72.988767,19.18597,18,Female,Gun
5779,2024-05-06,2023-03-16,07:38,Juhinagar,107,Homicide,72.999841,19.131026,25,Female,Explosives
5780,2024-07-27,2024-07-08,23:39,Turbhe,109,Cybercrime,72.956414,19.000544,73,Female,None
5781,2020-06-02,2020-03-27,00:26,Turbhe,108,Vandalism,72.928849,18.950871,27,Female,Other
5782,2020-03-26,2020-03-04,09:47,Sanpada,105,Fraud,73.056086,19.188078,14,Male,Gun
5783,2020-01-19,2020-01-11,15:11,Airoli,105,Fraud,73.027293,18.985424,40,Male,Fire
5784,2020-05-26,2020-03-09,07:50,Turbhe,109,Cybercrime,72.989789,18.920388,48,Female,Knife
5785,2022-03-31,2020-04-09,09:17,Airoli,108,Vandalism,73.039228,19.164195,60,Male,Blunt Object
5786,2020-07-23,2020-05-17,15:45,Seawoods,106,Drug-related crime,73.07509,19.101886,47,Other,Gun
5787,2021-10-05,2021-01-19,15:45,Airoli,105,Fraud,73.035631,18.977014,47,Female,Explosives
5788,2023-02-07,2022-02-18,12:17,Seawoods,108,Vandalism,73.08248,19.107174,49,Male,Explosives
5789,2024-07-03,2022-04-11,04:16,Mansarovar,101,Theft,73.040524,18.901698,57,Male,Gun
5790,2022-04-19,2022-04-17,16:05,Juhinagar,105,Fraud,72.984741,19.137776,49,Male,Gun
5791,2020-11-24,2020-06-16,09:30,Sanpada,109,Cybercrime,73.045732,19.177666,34,Other,Gun
5792,2024-08-17,2023-07-06,06:13,Koparkhairane,105,Fraud,73.038388,18.936253,70,Female,Blunt Object
5793,2024-06-27,2024-05-19,17:12,Airoli,109,Cybercrime,72.965291,19.115806,71,Other,Knife
5794,2024-05-23,2023-04-09,14:51,Belapur,110,Kidnapping,72.924397,19.078948,54,Other,Fire
5795,2023-03-10,2020-04-16,02:03,Juhinagar,109,Cybercrime,72.938232,19.150291,64,Female,Poison
5796,2022-05-10,2021-10-31,18:55,Seawoods,110,Kidnapping,73.040807,19.036981,41,Other,Other
5797,2022-12-15,2022-11-17,09:53,Juhinagar,104,Burglary,72.923432,18.960791,61,Male,Knife
5798,2023-09-18,2022-11-15,01:02,Turbhe,101,Theft,73.028731,18.964243,36,Other,Knife
5799,2020-04-21,2020-04-07,16:23,Juhinagar,102,Robbery,73.082583,18.965872,61,Male,Fire
5800,2025-03-08,2024-02-11,20:32,Mansarovar,101,Theft,73.034446,18.965933,34,Male,Blunt Object
5801,2020-11-29,2020-11-29,02:41,Mansarovar,102,Robbery,72.919012,19.171747,22,Male,Blunt Object
5802,2024-04-25,2022-07-10,10:22,Belapur,104,Burglary,73.044095,18.946678,12,Female,Explosives
5803,2022-06-10,2021-12-04,16:32,Juhinagar,106,Drug-related crime,72.98186,19.025373,67,Female,Blunt Object
5804,2022-12-01,2021-12-08,04:01,Seawoods,106,Drug-related crime,72.986205,18.941061,57,Male,Other
5805,2021-06-05,2020-05-13,23:50,Seawoods,106,Drug-related crime,72.979078,19.016212,53,Female,Other
5806,2024-09-17,2020-10-20,19:17,Juhinagar,107,Homicide,72.941335,19.024404,44,Female,Explosives
5807,2020-02-07,2020-01-09,11:47,Nerul,106,Drug-related crime,72.906358,18.924585,76,Female,Gun
5808,2021-11-20,2020-10-07,05:40,Seawoods,102,Robbery,73.004956,19.180743,58,Male,Other
5809,2024-04-23,2020-07-28,05:52,Turbhe,101,Theft,72.998635,19.076508,52,Male,Blunt Object
5810,2020-07-25,2020-06-19,02:30,Belapur,108,Vandalism,73.07348,19.105914,57,Other,Explosives
5811,2020-01-11,2020-01-05,11:25,Nerul,103,Assault,73.07798,18.966194,61,Other,Knife
5812,2020-10-24,2020-08-08,15:15,Kharghar,102,Robbery,72.914829,19.038564,10,Male,Explosives
5813,2023-11-02,2021-10-02,06:17,Turbhe,102,Robbery,72.975552,18.975743,63,Female,Gun
5814,2020-07-31,2020-05-05,15:09,Seawoods,103,Assault,73.017198,18.929995,13,Male,Poison
5815,2023-11-09,2020-08-18,20:44,Sanpada,108,Vandalism,72.995081,19.018365,49,Male,None
5816,2022-05-18,2022-01-03,17:36,Belapur,106,Drug-related crime,72.939878,18.9878,10,Female,Fire
5817,2022-03-28,2020-09-03,21:20,Sanpada,110,Kidnapping,73.074485,19.10208,67,Female,Fire
5818,2022-03-19,2020-01-29,16:15,Turbhe,106,Drug-related crime,73.045099,19.198133,50,Other,Gun
5819,2023-02-04,2022-03-01,04:25,Koparkhairane,105,Fraud,73.019485,18.94142,61,Male,Explosives
5820,2023-01-27,2021-01-18,18:23,Turbhe,101,Theft,72.960374,19.1948,42,Female,Knife
5821,2022-08-26,2020-04-30,14:04,Juhinagar,109,Cybercrime,72.940117,19.084555,14,Female,Poison
5822,2020-05-29,2020-04-29,15:05,Koparkhairane,105,Fraud,72.951259,18.994529,11,Female,Fire
5823,2023-11-17,2021-01-17,11:07,Seawoods,105,Fraud,72.947856,18.978181,68,Female,Poison
5824,2020-04-14,2020-02-23,00:39,Airoli,104,Burglary,72.997979,19.075667,66,Female,Poison
5825,2024-12-23,2020-05-14,12:49,Airoli,101,Theft,73.062101,18.992876,23,Male,Blunt Object
5826,2021-10-12,2020-06-02,01:09,Sanpada,106,Drug-related crime,73.04374,19.163579,18,Male,Knife
5827,2023-01-21,2021-11-11,12:42,Belapur,108,Vandalism,73.054257,19.046347,27,Other,Blunt Object
5828,2021-09-25,2021-03-18,07:18,Belapur,106,Drug-related crime,72.938507,19.098467,12,Female,Explosives
5829,2022-08-04,2021-06-05,10:28,Vashi,108,Vandalism,73.023909,19.103216,72,Other,Blunt Object
5830,2021-08-12,2020-05-03,11:03,Airoli,105,Fraud,72.926912,19.18059,23,Other,Fire
5831,2021-11-17,2020-03-28,04:10,Turbhe,102,Robbery,72.998967,19.087422,65,Male,Knife
5832,2021-06-17,2021-05-22,22:51,Nerul,103,Assault,73.043828,19.120831,52,Male,Knife
5833,2023-01-12,2020-01-17,22:51,Nerul,107,Homicide,73.068626,19.095528,80,Male,Fire
5834,2020-11-14,2020-08-05,15:32,Vashi,105,Fraud,72.907354,18.988149,58,Female,Explosives
5835,2021-01-06,2020-01-04,07:06,Koparkhairane,110,Kidnapping,72.961964,19.116655,15,Male,Gun
5836,2020-01-27,2020-01-27,20:57,Nerul,108,Vandalism,73.058344,19.002383,76,Male,Fire
5837,2023-06-23,2020-02-25,01:53,Turbhe,106,Drug-related crime,72.989934,19.178336,44,Female,Explosives
5838,2023-05-14,2021-10-06,00:16,Airoli,101,Theft,72.94292,19.126569,18,Other,Other
5839,2020-02-02,2020-01-21,17:56,Nerul,102,Robbery,72.979258,19.059833,61,Male,Fire
5840,2023-01-30,2020-05-30,10:11,Mansarovar,106,Drug-related crime,72.927648,18.937862,78,Female,Other
5841,2022-12-03,2020-06-17,07:42,Nerul,108,Vandalism,72.92727,18.901063,68,Male,Other
5842,2020-05-11,2020-02-03,20:33,Belapur,102,Robbery,73.007547,19.104985,13,Other,Gun
5843,2024-09-18,2023-05-05,11:10,Airoli,102,Robbery,72.985064,18.941586,40,Other,Gun
5844,2023-03-07,2020-01-01,01:21,Nerul,107,Homicide,73.033407,18.971112,68,Other,Knife
5845,2022-09-28,2021-12-23,18:12,Kharghar,109,Cybercrime,73.058249,18.974573,80,Other,Poison
5846,2021-11-05,2021-09-05,18:37,Belapur,105,Fraud,72.90384,18.937802,56,Male,Fire
5847,2022-08-22,2020-10-21,06:53,Vashi,108,Vandalism,72.95459,19.049546,16,Male,Knife
5848,2020-04-17,2020-02-20,01:48,Belapur,107,Homicide,72.904776,19.049502,74,Female,Knife
5849,2023-04-14,2020-07-19,23:45,Mansarovar,103,Assault,73.025228,19.122809,64,Female,Other
5850,2022-02-12,2020-11-02,21:14,Nerul,103,Assault,73.09191,18.922002,49,Female,Explosives
5851,2023-12-12,2022-06-02,06:08,Belapur,105,Fraud,72.995226,18.912193,54,Male,Gun
5852,2021-04-22,2021-01-04,09:25,Koparkhairane,103,Assault,73.079452,19.176425,52,Other,Knife
5853,2024-09-14,2021-07-21,19:49,Mansarovar,110,Kidnapping,73.051346,19.076588,68,Other,Poison
5854,2022-11-26,2021-09-06,13:39,Kharghar,110,Kidnapping,73.071302,18.915593,17,Other,Fire
5855,2020-08-12,2020-07-05,06:14,Kharghar,109,Cybercrime,72.964214,19.064187,14,Male,Other
5856,2021-02-11,2020-03-13,21:39,Belapur,107,Homicide,72.967344,19.171127,43,Male,Other
5857,2020-04-22,2020-04-05,11:36,Turbhe,106,Drug-related crime,72.957512,19.127224,18,Male,Gun
5858,2022-08-24,2020-04-24,18:14,Belapur,104,Burglary,72.984735,18.909983,58,Female,Explosives
5859,2023-12-20,2023-10-06,01:24,Airoli,108,Vandalism,72.970286,18.945054,37,Male,Knife
5860,2023-09-25,2021-12-10,03:59,Turbhe,104,Burglary,73.098656,19.145117,32,Male,Other
5861,2020-08-04,2020-07-27,15:04,Nerul,105,Fraud,73.02856,19.1015,67,Female,Gun
5862,2022-10-16,2022-09-20,04:44,Juhinagar,101,Theft,72.939558,19.01686,53,Other,Poison
5863,2024-08-08,2021-02-17,15:45,Kharghar,106,Drug-related crime,72.919446,18.995393,27,Other,Gun
5864,2022-06-27,2022-03-05,17:38,Turbhe,105,Fraud,73.098614,19.035507,29,Female,Other
5865,2023-05-20,2022-09-20,22:34,Nerul,108,Vandalism,72.92158,18.973881,35,Other,None
5866,2020-10-16,2020-05-23,05:39,Vashi,102,Robbery,72.998337,19.092921,42,Female,Gun
5867,2022-01-17,2021-02-15,08:27,Koparkhairane,107,Homicide,73.028037,18.959164,56,Male,Fire
5868,2021-01-31,2020-07-21,21:30,Mansarovar,105,Fraud,73.064912,19.100763,47,Female,Poison
5869,2021-10-12,2020-02-23,20:46,Sanpada,106,Drug-related crime,72.968773,18.955151,56,Female,Explosives
5870,2023-03-10,2020-05-29,01:31,Sanpada,102,Robbery,72.94522,18.987198,58,Male,Fire
5871,2024-11-27,2020-06-03,16:59,Turbhe,101,Theft,72.921396,19.060358,42,Other,Knife
5872,2023-07-13,2020-06-22,11:36,Turbhe,103,Assault,72.960017,19.144247,31,Female,Fire
5873,2024-04-18,2020-06-12,04:42,Nerul,107,Homicide,73.013734,19.183227,46,Other,Other
5874,2022-07-15,2022-06-07,12:12,Nerul,109,Cybercrime,72.961957,18.999587,77,Other,Poison
5875,2020-11-23,2020-05-07,06:25,Nerul,102,Robbery,72.98293,19.054419,73,Other,Explosives
5876,2023-10-12,2023-03-06,08:05,Juhinagar,108,Vandalism,72.988827,19.174656,54,Female,Gun
5877,2022-11-14,2020-06-30,12:45,Nerul,108,Vandalism,72.982304,18.915217,17,Male,Explosives
5878,2021-06-07,2020-01-10,19:22,Koparkhairane,110,Kidnapping,72.991712,18.927775,30,Female,None
5879,2023-12-01,2023-11-23,06:29,Mansarovar,101,Theft,72.945863,19.10873,37,Female,Knife
5880,2021-01-11,2020-10-03,03:33,Vashi,103,Assault,72.934762,18.968669,21,Other,Other
5881,2023-02-18,2023-02-12,08:21,Nerul,106,Drug-related crime,72.958029,19.030422,80,Other,Fire
5882,2021-07-10,2020-08-07,11:02,Vashi,101,Theft,73.045494,19.021975,66,Other,Other
5883,2022-12-29,2022-11-11,08:29,Sanpada,104,Burglary,72.924918,19.164363,20,Male,Other
5884,2021-03-26,2021-02-26,16:56,Turbhe,109,Cybercrime,73.033636,18.971039,77,Female,Explosives
5885,2020-11-27,2020-02-08,20:12,Sanpada,108,Vandalism,72.930158,19.078441,59,Other,Poison
5886,2023-07-10,2020-04-27,03:03,Turbhe,107,Homicide,72.951627,19.037928,49,Female,Knife
5887,2025-02-21,2020-12-18,14:44,Nerul,109,Cybercrime,73.070342,18.972773,48,Female,Other
5888,2022-02-07,2021-05-11,15:48,Airoli,108,Vandalism,72.987059,18.916993,44,Female,Other
5889,2024-07-30,2021-03-29,04:17,Nerul,103,Assault,73.058977,19.157326,56,Female,Other
5890,2023-02-17,2021-11-30,17:15,Vashi,110,Kidnapping,72.917407,18.92195,27,Other,Poison
5891,2020-03-02,2020-02-08,05:20,Turbhe,108,Vandalism,72.965714,19.150084,75,Male,Gun
5892,2023-03-30,2022-05-07,19:29,Koparkhairane,108,Vandalism,72.924491,18.911484,50,Female,None
5893,2023-10-14,2020-11-19,02:38,Sanpada,109,Cybercrime,72.936671,18.946411,74,Other,Knife
5894,2020-10-11,2020-03-22,01:27,Juhinagar,109,Cybercrime,73.08922,18.97695,59,Female,Knife
5895,2022-11-15,2021-05-29,05:29,Kharghar,107,Homicide,72.988014,19.055349,39,Other,Blunt Object
5896,2020-10-29,2020-10-17,21:11,Nerul,104,Burglary,73.01521,19.054662,37,Other,Explosives
5897,2020-09-15,2020-05-14,13:12,Mansarovar,104,Burglary,73.088306,19.064591,63,Other,Other
5898,2020-04-16,2020-01-16,10:33,Belapur,107,Homicide,73.086192,18.999925,23,Other,Gun
5899,2025-02-22,2022-04-01,13:41,Juhinagar,105,Fraud,72.946637,19.01564,55,Female,Gun
5900,2021-05-30,2020-07-24,08:52,Vashi,104,Burglary,73.017492,19.076326,54,Other,Poison
5901,2020-05-04,2020-01-23,01:47,Vashi,106,Drug-related crime,73.012318,19.080695,68,Male,Gun
5902,2024-04-27,2020-09-14,08:33,Kharghar,107,Homicide,73.079113,19.037046,63,Male,Explosives
5903,2023-09-18,2023-01-19,22:43,Mansarovar,104,Burglary,73.059352,19.004744,49,Male,Other
5904,2021-08-15,2020-06-04,07:12,Juhinagar,108,Vandalism,72.907507,19.175279,39,Male,Poison
5905,2021-01-20,2020-05-28,06:35,Mansarovar,105,Fraud,73.061724,19.118434,51,Female,Fire
5906,2022-04-17,2020-08-15,17:48,Juhinagar,106,Drug-related crime,72.972485,19.187545,79,Female,Explosives
5907,2024-09-20,2021-06-07,11:58,Belapur,106,Drug-related crime,72.94736,19.088216,51,Other,Knife
5908,2024-04-01,2022-01-05,21:31,Kharghar,101,Theft,72.942501,19.036069,44,Other,Knife
5909,2021-07-09,2020-02-24,18:15,Seawoods,103,Assault,72.927654,19.006364,76,Male,None
5910,2022-07-31,2022-05-29,19:58,Sanpada,107,Homicide,72.999923,19.084606,19,Female,Knife
5911,2021-07-28,2020-10-11,11:06,Juhinagar,105,Fraud,72.900496,19.166698,26,Other,Poison
5912,2024-04-29,2021-03-02,07:03,Belapur,103,Assault,72.90304,19.036625,18,Other,Poison
5913,2021-04-22,2020-07-26,03:06,Turbhe,105,Fraud,73.079993,18.949961,57,Other,Gun
5914,2022-09-06,2022-01-29,13:08,Airoli,102,Robbery,73.009284,18.953748,33,Male,Blunt Object
